,condition,ex2_order,ex1_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex1_umlaut,ex2_allomorph
165,Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_42,4.0,Juli,2.84375,1.15625,simple,NaN,mismatch
166,Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_49,1.0,Juli,3.3125,-2.3125,simple,NaN,mismatch
167,Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_65,1.0,Juli,2.5625,-1.5625,simple,NaN,mismatch
168,Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_87,4.0,Juli,3.59375,0.40625,simple,NaN,mismatch
169,Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_90,2.0,März,3.0,-1.0,simple,NaN,mismatch
170,Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_95,1.0,März,2.5625,-1.5625,simple,NaN,mismatch
171,Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_106,1.0,Juli,1.65625,-0.65625,simple,NaN,mismatch
172,Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_109,1.0,März,2.178571429,-1.1785714289999998,simple,NaN,mismatch
173,Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_126,2.0,März,3.65625,-1.65625,simple,NaN,mismatch
174,Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_128,1.0,Juli,1.53125,-0.53125,simple,NaN,mismatch
175,Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_136,1.0,März,1.8125,-0.8125,simple,NaN,mismatch
176,Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_142,2.0,März,4.125,-2.125,simple,NaN,mismatch
177,Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_148,2.0,März,1.875,0.125,simple,NaN,mismatch
178,Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_149,1.0,Juli,2.71875,-1.71875,simple,NaN,mismatch
179,Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_157,1.0,Juli,2.0,-1.0,simple,NaN,mismatch
180,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_4,6.0,Februar,3.65625,2.34375,simple,NaN,mismatch
181,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_6,2.0,Februar,3.03125,-1.03125,simple,NaN,mismatch
182,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_11,7.0,Februar,4.71875,2.28125,simple,NaN,mismatch
183,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_13,1.0,Februar,2.35483871,-1.3548387100000001,simple,NaN,mismatch
184,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_21,5.0,Februar,3.8125,1.1875,simple,NaN,mismatch
185,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_22,1.0,Februar,2.71875,-1.71875,simple,NaN,mismatch
186,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_30,1.0,Februar,3.0625,-2.0625,simple,NaN,mismatch
187,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_57,3.0,Februar,3.59375,-0.59375,simple,NaN,mismatch
188,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_62,6.0,Februar,3.875,2.125,simple,NaN,mismatch
189,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_70,1.0,Februar,2.71875,-1.71875,simple,NaN,mismatch
190,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_84,7.0,Februar,3.96875,3.03125,simple,NaN,mismatch
191,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_85,5.0,Februar,4.0,1.0,simple,NaN,mismatch
192,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_86,1.0,Februar,4.0,-3.0,simple,NaN,mismatch
193,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_88,1.0,Februar,2.09375,-1.09375,simple,NaN,mismatch
194,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_105,3.0,Februar,3.75,-0.75,simple,NaN,mismatch
195,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_110,1.0,Februar,1.78125,-0.78125,simple,NaN,mismatch
196,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_132,1.0,Februar,1.9375,-0.9375,simple,NaN,mismatch
197,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_133,1.0,Februar,4.15625,-3.15625,simple,NaN,mismatch
198,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_143,1.0,Februar,2.1875,-1.1875,simple,NaN,mismatch
199,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_145,3.0,Februar,4.15625,-1.15625,simple,NaN,mismatch
200,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_155,1.0,Februar,3.21875,-2.21875,simple,NaN,mismatch
201,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_167,3.0,Februar,3.8125,-0.8125,simple,NaN,mismatch
202,Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_168,7.0,Februar,4.03125,2.96875,simple,NaN,mismatch
203,Mis 3.8,heit first,NaN,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,participant_5,7.0,Oktober,4.0625,2.9375,simple,NaN,mismatch
204,Mis 3.8,heit first,NaN,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,participant_9,2.0,Oktober,4.09375,-2.09375,simple,NaN,mismatch
205,Mis 3.8,heit first,NaN,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,participant_18,4.0,Oktober,3.3125,0.6875,simple,NaN,mismatch
206,Mis 3.8,heit first,NaN,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,participant_25,1.0,Oktober,1.75,-0.75,simple,NaN,mismatch
207,Mis 3.8,heit first,NaN,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,participant_48,4.0,Oktober,4.53125,-0.53125,simple,NaN,mismatch
208,Mis 3.8,heit first,NaN,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,participant_51,1.0,Oktober,1.96875,-0.96875,simple,NaN,mismatch
209,Mis 3.8,heit first,NaN,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,participant_58,2.0,Oktober,4.133333333,-2.1333333330000004,simple,NaN,mismatch
210,Mis 3.8,heit first,NaN,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,participant_67,3.0,Oktober,4.0,-1.0,simple,NaN,mismatch
211,Mis 3.8,heit first,NaN,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,participant_79,1.0,Oktober,2.25,-1.25,simple,NaN,mismatch
212,Mis 3.8,heit first,NaN,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,participant_83,2.0,Oktober,2.09375,-0.09375,simple,NaN,mismatch
213,Mis 3.8,heit first,NaN,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,participant_94,4.0,Oktober,2.90625,1.09375,simple,NaN,mismatch
214,Mis 3.8,heit first,NaN,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,participant_97,2.0,Oktober,3.09375,-1.09375,simple,NaN,mismatch
215,Mis 3.8,heit first,NaN,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,participant_117,4.0,Oktober,2.25,1.75,simple,NaN,mismatch
216,Mis 3.8,heit first,NaN,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,participant_122,1.0,Oktober,2.625,-1.625,simple,NaN,mismatch
217,Mis 3.8,heit first,NaN,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,participant_124,4.0,Oktober,2.78125,1.21875,simple,NaN,mismatch
218,Mis 3.8,heit first,NaN,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,participant_137,2.0,Oktober,1.9375,0.0625,simple,NaN,mismatch
219,Mis 3.8,heit first,NaN,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,participant_158,1.0,Oktober,1.90625,-0.90625,simple,NaN,mismatch
220,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_8,6.0,April,2.875,3.125,simple,NaN,mismatch
221,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_24,3.0,August,3.4375,-0.4375,simple,NaN,mismatch
222,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_29,2.0,August,2.0625,-0.0625,simple,NaN,mismatch
223,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_38,6.0,August,4.65625,1.34375,simple,NaN,mismatch
224,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_39,4.0,August,3.8125,0.1875,simple,NaN,mismatch
225,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_43,6.0,April,3.46875,2.53125,simple,NaN,mismatch
226,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_63,6.0,April,4.28125,1.71875,simple,NaN,mismatch
227,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_72,3.0,August,2.6875,0.3125,simple,NaN,mismatch
228,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_73,3.0,April,4.0,-1.0,simple,NaN,mismatch
229,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_75,7.0,August,4.59375,2.40625,simple,NaN,mismatch
230,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_77,6.0,April,5.40625,0.59375,simple,NaN,mismatch
231,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_81,4.0,April,3.3125,0.6875,simple,NaN,mismatch
232,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_82,3.0,August,2.6875,0.3125,simple,NaN,mismatch
233,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_99,1.0,August,2.96875,-1.96875,simple,NaN,mismatch
234,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_113,4.0,August,5.0625,-1.0625,simple,NaN,mismatch
235,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_129,1.0,August,3.21875,-2.21875,simple,NaN,mismatch
236,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_131,5.0,April,4.1875,0.8125,simple,NaN,mismatch
237,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_140,6.0,August,4.25,1.75,simple,NaN,mismatch
238,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_171,2.0,April,3.0625,-1.0625,simple,NaN,mismatch
239,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_172,4.0,April,4.0,0.0,simple,NaN,mismatch
240,Mis 3.2,heit first,NaN,Dafür sind Verbunden- und Großzügigkeit entscheidend.,participant_173,5.0,April,3.5,1.5,simple,NaN,mismatch
241,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_8,1.0,April,2.875,-1.875,simple,NaN,mismatch
242,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_24,3.0,August,3.4375,-0.4375,simple,NaN,mismatch
243,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_29,2.0,August,2.0625,-0.0625,simple,NaN,mismatch
244,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_38,6.0,August,4.65625,1.34375,simple,NaN,mismatch
245,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_39,3.0,August,3.8125,-0.8125,simple,NaN,mismatch
246,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_43,7.0,April,3.46875,3.53125,simple,NaN,mismatch
247,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_63,3.0,April,4.28125,-1.28125,simple,NaN,mismatch
248,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_72,3.0,August,2.6875,0.3125,simple,NaN,mismatch
249,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_73,1.0,April,4.0,-3.0,simple,NaN,mismatch
250,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_75,7.0,August,4.59375,2.40625,simple,NaN,mismatch
251,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_77,6.0,April,5.40625,0.59375,simple,NaN,mismatch
252,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_81,2.0,April,3.3125,-1.3125,simple,NaN,mismatch
253,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_82,2.0,August,2.6875,-0.6875,simple,NaN,mismatch
254,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_99,1.0,August,2.96875,-1.96875,simple,NaN,mismatch
255,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_113,5.0,August,5.0625,-0.0625,simple,NaN,mismatch
256,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_129,1.0,August,3.21875,-2.21875,simple,NaN,mismatch
257,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_131,3.0,April,4.1875,-1.1875,simple,NaN,mismatch
258,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_140,4.0,August,4.25,-0.25,simple,NaN,mismatch
259,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_171,2.0,April,3.0625,-1.0625,simple,NaN,mismatch
260,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_172,5.0,April,4.0,1.0,simple,NaN,mismatch
261,Mis 3'.3,keit first,NaN,Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,participant_173,3.0,April,3.5,-0.5,simple,NaN,mismatch
262,Mis 3.5,heit first,NaN,Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,participant_10,3.0,Januar,3.15625,-0.15625,simple,NaN,mismatch
263,Mis 3.5,heit first,NaN,Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,participant_19,2.0,Januar,2.78125,-0.78125,simple,NaN,mismatch
264,Mis 3.5,heit first,NaN,Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,participant_45,6.0,Januar,4.59375,1.40625,simple,NaN,mismatch
265,Mis 3.5,heit first,NaN,Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,participant_71,2.0,Januar,2.6875,-0.6875,simple,NaN,mismatch
266,Mis 3.5,heit first,NaN,Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,participant_76,1.0,Januar,2.75,-1.75,simple,NaN,mismatch
267,Mis 3.5,heit first,NaN,Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,participant_80,1.0,Januar,2.9375,-1.9375,simple,NaN,mismatch
268,Mis 3.5,heit first,NaN,Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,participant_100,1.0,Januar,1.625,-0.625,simple,NaN,mismatch
269,Mis 3.5,heit first,NaN,Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,participant_111,2.0,Januar,2.03125,-0.03125,simple,NaN,mismatch
270,Mis 3.5,heit first,NaN,Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,participant_118,1.0,Januar,3.28125,-2.28125,simple,NaN,mismatch
271,Mis 3.5,heit first,NaN,Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,participant_119,2.0,Januar,4.0625,-2.0625,simple,NaN,mismatch
272,Mis 3.5,heit first,NaN,Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,participant_144,7.0,Januar,4.3125,2.6875,simple,NaN,mismatch
273,Mis 3.5,heit first,NaN,Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,participant_150,7.0,Januar,4.875,2.125,simple,NaN,mismatch
274,Mis 3.5,heit first,NaN,Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,participant_163,1.0,Januar,3.03125,-2.03125,simple,NaN,mismatch
275,Mis 3'.6,keit first,NaN,Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,participant_10,3.0,Januar,3.15625,-0.15625,simple,NaN,mismatch
276,Mis 3'.6,keit first,NaN,Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,participant_19,2.0,Januar,2.78125,-0.78125,simple,NaN,mismatch
277,Mis 3'.6,keit first,NaN,Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,participant_45,6.0,Januar,4.59375,1.40625,simple,NaN,mismatch
278,Mis 3'.6,keit first,NaN,Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,participant_71,3.0,Januar,2.6875,0.3125,simple,NaN,mismatch
279,Mis 3'.6,keit first,NaN,Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,participant_76,1.0,Januar,2.75,-1.75,simple,NaN,mismatch
280,Mis 3'.6,keit first,NaN,Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,participant_80,1.0,Januar,2.9375,-1.9375,simple,NaN,mismatch
281,Mis 3'.6,keit first,NaN,Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,participant_100,1.0,Januar,1.625,-0.625,simple,NaN,mismatch
282,Mis 3'.6,keit first,NaN,Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,participant_111,1.0,Januar,2.03125,-1.03125,simple,NaN,mismatch
283,Mis 3'.6,keit first,NaN,Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,participant_118,1.0,Januar,3.28125,-2.28125,simple,NaN,mismatch
284,Mis 3'.6,keit first,NaN,Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,participant_119,7.0,Januar,4.0625,2.9375,simple,NaN,mismatch
285,Mis 3'.6,keit first,NaN,Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,participant_144,7.0,Januar,4.3125,2.6875,simple,NaN,mismatch
286,Mis 3'.6,keit first,NaN,Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,participant_150,7.0,Januar,4.875,2.125,simple,NaN,mismatch
287,Mis 3'.6,keit first,NaN,Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,participant_163,1.0,Januar,3.03125,-2.03125,simple,NaN,mismatch
288,Mis 3.6,heit first,NaN,Die gute Zusammenarbeit basiert auf Vertraut- und Einigkeit.,participant_12,6.0,Dezember,3.875,2.125,simple,NaN,mismatch
289,Mis 3.6,heit first,NaN,Die gute Zusammenarbeit basiert auf Vertraut- und Einigkeit.,participant_23,2.0,Dezember,3.09375,-1.09375,simple,NaN,mismatch
290,Mis 3.6,heit first,NaN,Die gute Zusammenarbeit basiert auf Vertraut- und Einigkeit.,participant_28,4.0,Dezember,2.78125,1.21875,simple,NaN,mismatch
291,Mis 3.6,heit first,NaN,Die gute Zusammenarbeit basiert auf Vertraut- und Einigkeit.,participant_53,3.0,Dezember,2.71875,0.28125,simple,NaN,mismatch
292,Mis 3.6,heit first,NaN,Die gute Zusammenarbeit basiert auf Vertraut- und Einigkeit.,participant_55,3.0,Dezember,3.4375,-0.4375,simple,NaN,mismatch
293,Mis 3.6,heit first,NaN,Die gute Zusammenarbeit basiert auf Vertraut- und Einigkeit.,participant_59,3.0,Dezember,2.59375,0.40625,simple,NaN,mismatch
294,Mis 3.6,heit first,NaN,Die gute Zusammenarbeit basiert auf Vertraut- und Einigkeit.,participant_68,1.0,Dezember,3.5,-2.5,simple,NaN,mismatch
295,Mis 3.6,heit first,NaN,Die gute Zusammenarbeit basiert auf Vertraut- und Einigkeit.,participant_89,2.0,Dezember,2.46875,-0.46875,simple,NaN,mismatch
296,Mis 3.6,heit first,NaN,Die gute Zusammenarbeit basiert auf Vertraut- und Einigkeit.,participant_108,2.0,Dezember,2.78125,-0.78125,simple,NaN,mismatch
297,Mis 3.6,heit first,NaN,Die gute Zusammenarbeit basiert auf Vertraut- und Einigkeit.,participant_112,1.0,Dezember,3.375,-2.375,simple,NaN,mismatch
298,Mis 3.6,heit first,NaN,Die gute Zusammenarbeit basiert auf Vertraut- und Einigkeit.,participant_120,1.0,Dezember,1.53125,-0.53125,simple,NaN,mismatch
299,Mis 3.6,heit first,NaN,Die gute Zusammenarbeit basiert auf Vertraut- und Einigkeit.,participant_127,6.0,Dezember,4.733333333,1.266666667,simple,NaN,mismatch
